age_category,session_duration,tracks_listened,unique_artists
50+,12.33861603606208,2,1
18-25,27.38667113562543,6,2
18-25,24.481359018404397,5,1
26-35,32.34350690137425,8,2
18-25,11.474266825745971,2,1
Under 18,27.94720650670836,5,1
18-25,27.138888955284155,6,2
26-35,23.14085572007346,5,3
26-35,32.16016860434851,6,2
Under 18,21.90870136306001,5,2
18-25,8.842003275013171,2,1
18-25,18.720358686615718,3,1
26-35,21.14791969776282,6,2
Under 18,20.59793501633526,4,1
Under 18,27.147884014133155,8,5
36-50,12.151951986816727,3,1
18-25,16.894954643716943,4,1
26-35,18.42530053630928,4,1
18-25,14.547760862825054,3,1
Under 18,14.238236658165027,3,1
18-25,20.47719248836306,4,1
26-35,29.185403622698715,7,4
36-50,24.08994975333715,4,1
36-50,23.11400924535494,4,1
18-25,24.352211414779504,5,2
26-35,44.04260906808311,9,5
18-25,20.951239900197212,5,2
18-25,27.147968819692917,8,3
36-50,27.785100607427122,5,2
Under 18,32.44455914121432,7,2
Under 18,23.923632054650504,5,2
18-25,14.08978673318246,4,1
Under 18,22.13417344715315,4,1
18-25,21.757971203922832,5,2
26-35,31.52146087030221,8,3
18-25,13.88622331350405,4,1
36-50,29.597926443757714,7,3
36-50,22.03142289484072,4,2
18-25,25.875654777522122,6,2
18-25,22.16771210651543,4,1
18-25,20.858135448240017,6,3
26-35,26.870851283870163,6,2
18-25,24.70394407966856,6,2
26-35,40.669238352571355,11,7
18-25,5.87835830619732,1,1
26-35,29.32002359139244,8,2
18-25,20.30777457200523,4,1
18-25,18.76025402956777,5,1
50+,6.1836088843623305,1,1
36-50,25.481246087530106,5,3
Under 18,19.125205541830805,5,1
36-50,16.99342919394176,4,1
18-25,20.297359809022396,5,2
36-50,20.24325861361072,4,1
36-50,11.545640997891052,2,1
18-25,20.61729303410688,5,2
Under 18,24.060514707900097,5,2
18-25,16.155366097234914,3,1
26-35,27.093702661480986,7,2
26-35,25.864895796481314,6,2
18-25,27.318445557995428,8,3
Under 18,19.274153244319283,4,1
36-50,26.80655103496138,5,1
50+,16.43323622090571,4,1
26-35,40.73857569196151,8,3
18-25,16.94210880952079,3,1
18-25,15.205006129673889,3,1
Under 18,19.296555163892435,4,1
50+,14.359905472447135,3,1
Under 18,11.259404962743158,3,1
26-35,30.820818834062997,6,2
18-25,0.0,1,1
26-35,19.25973315200484,6,3
26-35,14.265888683585976,4,1
36-50,22.85301640116317,7,2
18-25,4.676190311881591,1,1
Under 18,23.834955914614444,7,2
Under 18,24.592629487792657,6,2
50+,9.836909773824626,2,1
36-50,23.143616216997508,5,2
26-35,29.128474270561565,6,3
26-35,32.5224029953295,6,3
26-35,13.248565307068308,3,1
18-25,8.732837502477286,2,1
50+,25.513246108350458,5,2
18-25,14.246772062762666,4,1
18-25,16.308170774940123,4,1
26-35,30.06475619002302,6,2
Under 18,11.815592837113632,3,1
18-25,18.13905410839712,5,2
26-35,32.13395434202447,6,2
Under 18,10.052284478602353,3,1
26-35,20.999965364835926,5,1
18-25,12.112934660076332,2,1
18-25,14.582452067757853,4,1
18-25,28.299540060914705,8,4
18-25,29.83544543776247,8,3
26-35,27.062673035403705,6,2
18-25,23.72546779239231,7,3
26-35,29.038839209872737,6,2
18-25,15.29364816737575,4,2
26-35,26.905204033468078,6,3
50+,11.523458049297034,3,1
26-35,17.331444080683053,5,2
18-25,19.392389175124595,3,1
Under 18,12.573203044468473,2,1
18-25,11.09091041781561,3,1
26-35,19.30481738034441,6,2
Under 18,28.02433607634326,7,4
18-25,30.89997407725601,7,2
26-35,24.739519784365886,5,3
18-25,24.07539247181373,4,1
36-50,18.619035267131565,4,1
Under 18,5.540472447463149,1,1
Under 18,13.74534263555461,4,1
26-35,22.53324773860639,5,2
18-25,20.986784973996258,5,1
26-35,24.192191160654517,5,2
18-25,18.028480698377734,5,2
18-25,15.977568775961572,3,1
36-50,24.06317526827359,5,1
36-50,13.816649329758166,3,1
26-35,31.416501690651906,7,3
18-25,15.895543778635172,4,1
26-35,41.53678602155156,10,4
18-25,17.792791221681984,4,2
Under 18,16.638769936386343,3,1
50+,15.186569054455475,3,1
Under 18,16.708581735445083,3,1
50+,21.03614029212366,5,1
18-25,19.7040665902667,4,1
18-25,26.909571661730446,6,3
26-35,28.715371735470235,6,3
36-50,22.188954756903705,5,1
26-35,27.983634684789262,9,4
36-50,29.178081328982323,9,3
26-35,30.253567704407963,6,2
26-35,27.244455947524372,8,4
36-50,24.536455330051556,5,3
18-25,11.931206150437259,2,1
18-25,38.00187330378474,7,4
18-25,23.69688004441801,5,2
50+,21.13957346277502,5,2
50+,17.8565380597769,5,2
Under 18,3.9170232742088302,1,1
26-35,22.877251317887527,4,2
50+,18.379735680306577,4,1
18-25,14.240135246796742,4,1
26-35,18.347574334926882,4,2
50+,16.303740187203584,3,1
Under 18,25.40070190483634,6,3
26-35,35.04603420032655,8,3
18-25,21.196740684577843,6,3
50+,15.16310637049531,4,2
50+,16.18807729927111,3,1
50+,18.497670011300222,5,3
18-25,21.526210870397787,4,1
36-50,24.609755117044596,5,1
36-50,19.363840696501192,5,2
18-25,23.705037927533592,4,2
36-50,24.701423408550063,5,2
Under 18,17.234350704226184,3,1
26-35,11.244071822056075,2,1
18-25,13.80544322927642,2,1
Under 18,30.973167282891815,6,2
Under 18,8.144998848660572,2,1
26-35,35.54017793578578,11,5
18-25,7.899933699769598,2,1
26-35,18.814798183284147,4,1
Under 18,17.376967096283476,4,1
18-25,32.476121580671744,8,3
26-35,25.209047661601446,7,2
36-50,20.715969035429822,4,2
18-25,13.452577767410954,4,1
26-35,29.175687574047334,9,3
36-50,18.92368933257417,4,1
26-35,23.167968860451445,5,2
18-25,17.491518465103514,4,2
Under 18,25.039035222101155,6,2
36-50,26.57072531488351,5,2
Under 18,13.767280596849648,3,1
36-50,18.23645205155669,5,2
26-35,19.192970997247112,3,1
50+,18.916760188770418,3,1
36-50,27.44016911474933,6,2
50+,18.983326630450517,5,2
18-25,4.665466138551221,1,1
36-50,26.55851911760172,5,1
18-25,10.557063924790233,2,1
18-25,14.993317266822276,4,2
26-35,26.587450920403366,5,1
36-50,21.496684856584643,4,1
50+,22.363676003470637,7,3
36-50,18.335484206206434,4,2
18-25,13.233703519769703,3,1
18-25,17.81850092439975,3,1
26-35,32.81615468514251,10,3
18-25,24.407710097575077,7,4
Under 18,20.61003605545692,5,2
18-25,29.28174231602,6,2
18-25,28.013993699636103,5,1
18-25,25.519375652999365,6,3
18-25,11.75411323655991,3,1
Under 18,25.4826732611551,5,2
Under 18,18.583492274792746,5,3
50+,16.025278846454576,4,1
18-25,15.222139701059554,3,1
18-25,18.7979840528096,6,3
26-35,19.993969958794274,5,1
18-25,21.1882800996575,5,2
50+,17.13528419493998,3,1
36-50,23.323230955870375,5,2
Under 18,23.872900765916476,4,2
18-25,17.93944379934729,5,2
36-50,17.576240631703797,4,2
50+,7.96798684468089,1,1
18-25,25.394576015972515,7,3
26-35,25.63012210464389,5,3
18-25,18.76676533711869,3,1
50+,23.859581912636543,5,1
18-25,10.98035164630273,2,1
50+,18.28119880955727,4,1
26-35,17.287530876235213,4,2
26-35,30.248046833409727,9,4
26-35,7.19086976712709,1,1
18-25,25.628109639151056,6,2
18-25,25.338621310163916,6,2
18-25,13.538912968052133,4,1
18-25,20.46437796348606,6,3
36-50,16.590859959881648,3,1
18-25,22.993175224284485,4,1
Under 18,25.741603753988677,7,3
50+,12.975101670811988,4,2
36-50,14.21950805873908,3,1
50+,23.482185753501184,5,2
50+,27.705852957557305,8,4
18-25,23.461129396214645,4,2
18-25,23.979090419444848,7,3
36-50,20.007756525046908,4,2
26-35,26.440224047041543,5,1
18-25,22.455048996676986,6,2
36-50,20.904562385231102,6,3
18-25,29.449023654101538,7,4
18-25,21.23721329224147,4,1
26-35,27.444800081186322,6,2
26-35,23.704295597281227,5,2
26-35,24.517285796527116,6,2
Under 18,28.53097189799611,6,2
36-50,22.875436186169328,6,2
18-25,21.185065367583576,6,2
Under 18,21.27541454524921,4,1
36-50,19.81292417851496,5,1
50+,10.960299921730561,3,1
36-50,31.435444882669692,6,2
36-50,28.40976407140016,6,2
26-35,34.99234921827912,8,3
26-35,16.419849047579632,3,1
Under 18,30.114441782498215,6,3
18-25,33.76809550917695,7,4
18-25,27.31375689990954,7,4
18-25,31.53475688764219,6,3
26-35,31.38278886607817,8,3
18-25,14.073746776340363,3,1
Under 18,23.553423093025458,5,2
18-25,12.857601101573367,2,1
26-35,20.221006892002286,5,2
Under 18,22.213963000124885,5,2
36-50,23.09211082528059,4,1
18-25,23.24152784435244,4,2
18-25,7.4553770439286655,1,1
26-35,23.766096425939715,6,2
36-50,25.29399098599323,7,2
18-25,25.238615707914697,5,2
26-35,31.51018384466614,7,2
26-35,27.01006608845299,6,3
18-25,17.34543095015781,3,1
36-50,25.008825311056228,8,3
36-50,20.2017213082587,4,2
26-35,32.20845109519132,8,2
36-50,24.563847719766795,5,3
36-50,21.629667119273957,5,2
26-35,18.848039057939857,4,1
36-50,28.71685264322854,6,3
26-35,29.472395570734882,9,4
26-35,41.823757412749785,8,4
26-35,29.209754111943553,7,3
36-50,25.659501344700526,6,2
18-25,9.743118292221002,3,1
36-50,23.862906277168364,5,1
36-50,20.100830480053244,4,1
Under 18,25.785026018863775,7,2
36-50,24.008106658954492,6,2
Under 18,26.89691226718146,6,2
18-25,34.92816579773362,11,4
26-35,18.613101556382144,4,1
18-25,26.626945916677712,5,2
36-50,26.101559000862153,6,2
36-50,33.875768727293185,8,3
26-35,30.64307656025283,7,4
Under 18,24.20987276320618,6,2
18-25,25.96017261720288,5,1
26-35,32.370128871736,6,2
50+,25.27185076130418,7,4
26-35,18.444971764908104,5,1
18-25,17.25362855592272,5,1
26-35,38.88228895584403,10,4
26-35,9.330280436831343,2,1
36-50,21.491624534811248,5,1
Under 18,21.04691990468917,6,3
36-50,20.938528721573014,5,1
26-35,37.64758426512256,8,5
50+,20.379688910007896,6,3
18-25,17.288801267483336,5,2
26-35,19.924725512022277,5,2
50+,19.40912789246544,4,1
Under 18,28.161678260419365,8,4
50+,18.692040556837892,5,1
26-35,23.92463732593734,5,2
Under 18,15.133014178087132,4,1
18-25,22.6182718666251,6,2
26-35,27.548564178967382,5,1
Under 18,14.930470037326696,3,1
26-35,33.21132940794497,8,4
18-25,31.942303164776455,6,3
26-35,25.391983742923017,5,1
Under 18,22.114963501788573,4,1
36-50,15.370392275714773,4,1
50+,21.68594762686879,5,3
50+,20.320871084637314,5,2
26-35,22.39116416416807,4,2
Under 18,14.795552367336,3,1
36-50,33.085421461729965,7,3
Under 18,22.679391652511004,6,3
Under 18,13.57630092883489,4,2
18-25,25.988810046907133,8,4
18-25,21.60760118965457,5,2
36-50,22.35335398196235,4,1
26-35,32.82845836430161,6,3
18-25,1.7106583841267486,1,1
18-25,7.3507227221762115,1,1
50+,24.896093622683136,5,2
18-25,19.09754518487099,4,2
18-25,17.01259403384934,5,2
18-25,10.635701081671279,2,1
36-50,23.163096094895824,6,2
26-35,27.538046445412476,6,2
18-25,30.08570249396614,7,3
Under 18,22.60711622632519,5,1
26-35,22.577536802252688,6,3
26-35,28.24541401495694,8,4
18-25,27.766419935712264,5,2
50+,22.45609840259526,5,3
18-25,24.350043539252212,4,1
18-25,21.922072945187868,4,2
50+,15.093363939247741,4,1
18-25,12.770408312533917,2,1
26-35,15.471951420978504,3,1
18-25,22.757764015125403,6,3
18-25,23.48796048954553,4,2
50+,23.47152241301949,5,2
18-25,23.93212296574903,7,2
36-50,28.30522869487575,6,2
18-25,19.086173585506565,4,1
18-25,25.395897244054236,7,3
Under 18,12.989706416487532,2,1
26-35,24.5185131849926,5,1
18-25,7.179600770330159,1,1
36-50,22.189507936634016,5,3
18-25,28.573505388287224,7,3
50+,18.351053250413866,3,1
18-25,25.05277494521257,6,2
36-50,23.63911128454793,5,2
36-50,18.577445124163834,4,1
36-50,20.880113137892568,6,2
36-50,29.078106961905114,7,3
36-50,26.300044334847236,7,3
26-35,20.059233596372955,6,3
Under 18,10.287699178710392,3,1
Under 18,21.447926084951312,5,1
50+,15.090600881151236,4,1
26-35,23.58051992189374,5,2
36-50,13.27346450143313,3,1
18-25,27.28527000257906,6,3
Under 18,19.321155349129754,4,1
Under 18,20.38261979794329,5,2
26-35,18.336558276838655,4,2
18-25,18.05830705898267,4,2
18-25,20.857218434290875,4,1
18-25,15.707199414660913,4,1
Under 18,18.488967749533312,5,1
26-35,36.0903313964266,8,2
18-25,7.7497062125528196,1,1
36-50,23.107370206368007,5,2
18-25,14.501737531339565,3,1
18-25,29.355429928840678,9,3
Under 18,18.73490889413906,4,1
Under 18,12.669917979259232,3,1
18-25,18.490729736200354,3,1
18-25,22.447439804147194,5,1
26-35,47.204979660615656,12,4
18-25,5.231329780692764,1,1
26-35,15.407070920124537,3,1
36-50,29.83131328280829,7,2
36-50,12.946242144203655,3,1
Under 18,20.067423459943846,5,2
18-25,16.616445846732244,3,1
Under 18,15.51703167257613,3,1
18-25,18.794651690740587,4,2
50+,16.336586394203888,3,1
Under 18,27.399431299539415,5,2
18-25,29.298062952101226,7,3
26-35,28.41043170928602,9,3
26-35,23.111419697293066,7,2
26-35,27.067758966467338,8,4
Under 18,25.635178967211043,7,2
18-25,27.01188814482926,7,2
26-35,27.9603747758801,7,2
Under 18,30.693630864298797,10,3
18-25,15.684415622526082,4,1
Under 18,27.97969407049328,8,2
Under 18,24.930519039324462,7,2
18-25,15.729997362852398,3,1
Under 18,21.628801178745817,6,3
26-35,27.411436626378663,8,4
26-35,23.863740477146543,7,2
36-50,21.08238700037277,4,1
18-25,9.326206578200832,2,1
18-25,15.17512950899204,3,1
Under 18,18.33139507467332,5,1
26-35,20.419452882692795,5,1
26-35,18.154687452618134,4,1
Under 18,27.427639471833103,6,3
50+,17.4803745667766,4,2
Under 18,35.16719204375503,9,3
26-35,26.7819799925301,6,2
26-35,33.321241541477576,7,2
36-50,20.751267730190396,6,2
26-35,19.70660187262422,4,2
36-50,23.577095230814763,5,3
18-25,29.068612495328033,5,2
36-50,21.465565387273646,6,3
Under 18,23.12744728646835,7,2
36-50,23.545362588714358,7,2
26-35,24.215992621921504,7,2
36-50,21.719053207532586,5,2
18-25,13.01067759895831,3,1
26-35,24.91129173197403,5,2
26-35,30.22635170715465,9,4
26-35,27.365696945149594,6,2
Under 18,21.289263693455176,5,1
Under 18,25.075080123546037,5,1
18-25,21.364544372463182,6,2
18-25,20.09741157196274,4,1
36-50,26.41096244176619,7,3
18-25,20.956197328442773,6,2
50+,16.81702352928779,5,1
18-25,23.277891786028544,5,3
18-25,19.75347116102945,4,1
36-50,20.310919256876783,5,2
26-35,26.243377801605952,6,2
18-25,21.16963592144512,5,3
26-35,16.17100220852012,3,1
26-35,27.665843738400984,6,2
18-25,32.92558994359619,8,3
50+,13.101944040957479,4,2
50+,15.487121381807562,3,1
26-35,47.24020978591158,12,4
18-25,14.245071181749289,3,1
26-35,35.291120617304,10,4
Under 18,18.399056910164866,4,1
Under 18,20.420979946168057,5,2
18-25,19.08182535062554,3,1
18-25,22.979904350364663,4,1
36-50,12.521480941006146,3,1
26-35,26.49008365918553,6,2
26-35,21.77310520508349,5,2
18-25,6.958482735392026,1,1
18-25,27.846223193824557,6,2
18-25,5.247480633367415,1,1
50+,28.742231151963555,7,2
Under 18,24.318672296079455,7,3
36-50,13.834025267333699,3,1
26-35,35.70474918413764,7,2
18-25,14.74734372615766,3,1
26-35,19.361408936958668,3,1
18-25,7.393207810615204,2,1
36-50,16.816222600641566,3,1
50+,14.269156140507697,4,1
18-25,25.72702259937646,5,2
18-25,28.170357062904802,7,3
26-35,15.07368977084605,4,1
50+,19.352699846789392,3,1
18-25,7.1182174271974645,1,1
26-35,27.194758199109536,6,3
26-35,42.29664144592736,11,6
26-35,10.761500569566419,3,1
Under 18,12.897334204832166,3,1
26-35,30.81820171658897,7,3
50+,22.225972374850805,5,1
18-25,13.412182784481963,3,1
18-25,30.31507214750667,7,2
50+,13.922107837636634,2,1
18-25,31.71427325322099,6,3
36-50,24.811910128245543,5,3
18-25,28.898505364259208,8,3
18-25,22.595796883858227,6,3
36-50,25.94178462612598,6,2
18-25,24.970927686054655,5,1
26-35,34.15829234106715,8,3
18-25,19.77020539889798,6,2
26-35,17.800769319316412,3,1
18-25,19.447426110979023,4,1
18-25,15.327585181313468,4,1
50+,14.989639460812176,3,1
18-25,31.583440678602855,9,4
26-35,29.98182312605077,7,3
18-25,24.037162375630402,6,2
36-50,28.435861254526753,6,2
Under 18,24.32257344935776,6,3
50+,27.335387474168876,8,4
18-25,5.33748970181051,1,1
18-25,13.016851717422556,3,1
Under 18,15.095297062787804,3,1
18-25,10.36998465770372,3,1
26-35,25.903382170570342,8,3
18-25,21.119528868009755,6,3
36-50,33.85201743171328,9,3
18-25,26.32652399296894,6,2
18-25,16.447314979583467,3,1
26-35,28.954875843979316,8,3
26-35,10.38415903657085,3,1
18-25,20.99578658547248,4,1
18-25,20.62151120228381,5,2
Under 18,13.685318218445225,3,1
26-35,23.390421050168364,6,2
26-35,19.459700085787865,4,2
18-25,13.472182772444166,3,1
36-50,26.046994843167255,5,2
36-50,28.20346716289002,7,3
26-35,29.079964327851833,6,2
36-50,19.3713719834825,6,2
18-25,15.362124823809204,3,1
Under 18,17.151000121194976,5,1
18-25,18.459944740679152,3,1
Under 18,13.895368192657468,2,1
26-35,33.43059189740817,9,3
50+,16.988631343047913,4,2
Under 18,25.354165949848838,6,3
Under 18,10.200554103160878,2,1
18-25,15.181616560704075,4,1
50+,22.296966985762843,4,2
18-25,26.114821834921532,8,3
26-35,15.379760441529251,3,1
Under 18,22.12148213198212,7,3
Under 18,22.305199949862683,4,2
50+,14.458933106484423,4,2
50+,19.78498996514775,4,2
Under 18,8.936838102161596,2,1
50+,13.36554073514683,2,1
26-35,29.791663565249266,9,4
36-50,22.177001552201737,5,2
18-25,20.569942293097228,6,3
26-35,23.599338521714998,6,2
18-25,23.758318070726915,5,2
26-35,29.68077514730411,6,3
Under 18,25.540486789291855,7,2
Under 18,20.8796844018329,5,2
18-25,17.28111711698629,4,2
26-35,20.54386872384275,6,3
18-25,12.602073393605963,2,1
26-35,21.77768142905183,6,2
50+,14.968078384785846,3,1
Under 18,31.21105127980483,8,2
26-35,16.624499270551972,3,1
18-25,27.261534822383776,6,2
36-50,20.393572340051072,4,2
18-25,18.554689321366435,4,1
26-35,28.209504724891136,6,2
36-50,13.488774687261353,3,1
50+,14.000124658599276,4,1
26-35,15.07088976038972,3,1
18-25,17.3381918800952,4,1
26-35,17.726438865761203,3,1
36-50,29.902859063834757,7,3
26-35,20.333252207993905,6,2
Under 18,3.350529118400811,1,1
50+,16.327836047009793,5,2
26-35,31.45964337541426,9,5
26-35,38.042147611649476,10,3
18-25,18.393547457997723,4,1
26-35,20.864799455707605,5,3
18-25,19.898836268796313,5,2
26-35,28.320449116280827,7,4
Under 18,12.09781194955709,3,1
26-35,23.044397108124123,5,2
50+,17.752327181573953,5,2
Under 18,20.320622791249093,5,2
50+,17.277285076506338,3,1
18-25,13.449525961529023,2,1
36-50,24.032455950622023,5,2
36-50,21.732563403710767,4,1
26-35,24.62396359923577,5,2
26-35,16.33977483288539,3,1
36-50,25.841126934941876,7,4
18-25,13.364452973375734,3,1
18-25,31.31506530488176,8,4
26-35,15.56596344128567,5,2
36-50,26.57329566112107,7,3
36-50,10.550900352731547,3,1
36-50,8.450159667627853,1,1
18-25,16.116630339610037,4,1
36-50,8.44179656315572,2,1
Under 18,25.108062054065332,8,3
26-35,24.825572327109136,6,2
Under 18,29.807214396358066,6,2
18-25,18.829646213823132,4,2
18-25,21.702051733666273,4,1
18-25,18.122638172756453,4,1
26-35,18.00855564818946,5,1
18-25,17.152579543883945,4,1
18-25,11.572332323307528,3,1
18-25,22.711930132143447,4,2
18-25,17.845068083781275,4,1
18-25,19.298266870709554,5,3
Under 18,39.76611191995222,9,3
26-35,21.775601689164375,4,1
26-35,27.510070335518336,8,3
26-35,24.56691698759283,5,1
18-25,28.103159796454477,6,2
18-25,21.66920833294528,5,2
36-50,20.371463732842066,4,1
26-35,43.34013259037357,9,4
18-25,13.982207483283254,3,1
Under 18,18.643125787288998,4,2
18-25,26.415377033985504,5,1
18-25,14.273062096272108,3,1
18-25,25.35928464354781,5,1
26-35,21.164228142645882,4,1
26-35,33.025890089160384,10,3
26-35,32.816092182762034,10,3
36-50,21.45949883205088,5,3
36-50,15.99716050478263,3,1
26-35,21.86819478588567,5,2
50+,17.925918537697523,3,1
Under 18,26.217898481865234,7,2
18-25,22.244060543280014,4,2
Under 18,23.765352793985052,6,2
26-35,27.794631275827964,6,2
36-50,27.077314090227052,7,3
18-25,18.597123122351796,5,3
50+,18.824449802869932,3,1
Under 18,20.198625434464216,5,1
50+,15.810221822263742,4,1
18-25,27.08195115516024,8,2
Under 18,26.93449381813653,8,3
18-25,28.440521627880997,7,3
18-25,14.654103808444965,4,1
18-25,22.455664057542712,7,3
18-25,27.646569310919652,7,3
36-50,31.01737853952541,7,2
26-35,12.9309473450114,2,1
18-25,19.97979673902306,4,1
26-35,23.486270209325628,5,2
26-35,37.72672455528159,10,5
18-25,4.534551273491406,1,1
18-25,12.668783608456987,3,1
Under 18,30.03122834067458,6,2
18-25,16.711960663533905,3,1
26-35,14.588320962455716,4,1
18-25,30.584259990725087,9,3
26-35,13.545482422196502,4,1
26-35,33.17628844524999,7,3
Under 18,9.078207093438415,1,1
26-35,13.459749519436983,3,1
18-25,21.400989260857035,5,2
50+,13.75845474884786,4,1
18-25,21.90634546733254,6,2
36-50,32.812269449709916,7,3
26-35,23.75988887389092,6,2
Under 18,31.394511242757872,10,4
26-35,27.594334034566092,5,2
50+,22.77936212212018,6,2
26-35,6.17413738170556,1,1
36-50,25.817828178093087,6,3
36-50,24.896581512795365,5,2
18-25,17.479515236099715,4,1
18-25,33.26871634350679,7,2
26-35,21.054332925441592,4,1
18-25,8.737880447012692,2,1
